Feature,Joint Angle,Correlation
y_vel_lag_minus_5,R1A_abduct,-0.33680731059422253
R-H-TaG_r,L3A_flex,-0.3365508334062372
velocity_magnitude,L2D_flex,0.33624256316638834
x_vel_lag_minus_3,L1B_rot,0.3361353790588638
x_vel_lag_plus_3,L1B_rot,0.33609113780621014
L-F-Vel_z,R1C_flex,0.3358834352057361
x_vel_lag_minus_3,R2D_flex,0.3349883738026084
L-F-Vel_r,R3B_flex,-0.3349429524977204
R-M-Vel_y,R3C_rot,-0.334912954625628
x_vel_lag_minus_2,R2D_flex,0.33489884884463317
x_vel_lag_minus_5,R2D_flex,0.33486956778542887
x_vel_lag_minus_1,R2D_flex,0.3348342425908191
x_vel_ma10,L1B_flex,-0.33475056487470023
x_vel_ma5,R2D_flex,0.3347385456536846
x_vel_ma20,L1B_flex,-0.33471474829154707
y_vel_lag_minus_10,L2C_flex,-0.3345028098833455
L-M-Vel_r,R1B_flex,-0.3344414093524053
y_vel_lag_plus_10,L1A_abduct,-0.33385080144822665
x_vel_lag_plus_5,L1B_rot,0.3338247089695679
x_vel_lag_minus_5,L1B_rot,0.33364860647661443
L-F-Vel_y,R3D_flex,-0.33346844688484834
L-H-TaG_z,L2C_flex,-0.3333648425064816
z_vel_ma10,R1A_abduct,0.3330880399152653
x_vel_lag_minus_3,L3D_flex,0.3329809168999764
x_vel_lag_minus_5,L3D_flex,0.33280246876760367
R-F-Vel_r,R2B_rot,-0.33221535648942185
xy_velocity,R1B_flex,-0.3321096321638669
L-H-TaG_y,R2C_rot,0.33182430828867
R-M-TaG_z,L2A_abduct,-0.33176996298456707
x_vel_lag_plus_10,L2D_flex,0.33163916553429834
z_vel_ma5,R1A_abduct,0.3315566207502053
x_vel_lag_plus_1,R2D_flex,0.33133718968827425
z_vel_lag_plus_2,R1A_abduct,0.33122313771514045
z_vel_lag_plus_3,R1A_abduct,0.331222957322794
z_vel_lag_plus_1,R1A_abduct,0.3310904276802621
R-F-TaG_r,R2C_flex,-0.3310413561286646
x_vel_ma20,R1B_flex,-0.3310287418935186
xz_velocity,L1B_flex,-0.3308926633140843
R-F-Vel_r,R3A_rot,-0.3308657700913217
z_vel_lag_plus_5,R1A_abduct,0.33076883764198106
R-H-TaG_z,L1A_flex,-0.3306008855519823
z_vel_lag_minus_1,R1A_abduct,0.3304879593945993
L-H-TaG_y,R1B_flex,-0.33043699191463477
x_vel_ma5,L1B_flex,-0.33038584044485614
x_vel_lag_minus_20,L2D_flex,0.3301212863057693
z_vel_lag_minus_2,R1A_abduct,0.33010049335237135
x_vel_lag_minus_2,L3D_flex,0.3300932060897514
L-M-Vel_r,R3B_flex,0.3300303222945624
x_vel_lag_minus_10,R2D_flex,0.3296821160823156
z_vel_lag_minus_3,R1A_abduct,0.3296710900281763
R-H-Vel_z,L3D_flex,-0.32948360845853325
z_vel_lag_plus_10,R2A_flex,0.32904885624177393
z_vel_ma20,L2B_flex,0.3290409767474514
z_vel_lag_minus_10,R3C_rot,0.3289506587454383
L-M-Vel_x,R3C_flex,-0.3288473578911607
z_vel_lag_minus_5,R1A_abduct,0.32863484458368336
L-H-Vel_r,L1A_rot,0.3285713434749055
L-H-TaG_y,R3C_rot,0.328098866749923
L-F-TaG_z,R1A_abduct,0.32809378177310494
z_vel_lag_minus_5,L2B_flex,0.3280840820715535
z_vel_lag_minus_3,L2B_flex,0.3280637760376978
L-F-TaG_y,R3B_flex,0.32784060672278803
x_vel_lag_plus_2,R2D_flex,0.32782215298149864
R-H-Vel_r,L3A_rot,-0.32778997810071164
x_vel_lag_minus_10,L1B_flex,-0.32768420545056176
L-H-Vel_y,L3A_rot,-0.32766386042076623
x_vel_lag_minus_5,R1B_flex,-0.3276521486889613
z_vel_lag_minus_2,L2B_flex,0.3275088425649362
R-H-TaG_r,L2B_flex,-0.32739845722683175
R-F-TaG_z,R3C_flex,0.32722956226710526
L-H-TaG_z,L3C_rot,0.32701622903783356
z_vel_ma10,L2B_flex,0.32700861437791046
y_vel_lag_minus_20,L2C_flex,-0.32666857064231525
z_vel_lag_minus_1,L2B_flex,0.3266642846039121
x_vel_ma20,L3D_flex,0.32658962650283563
L-F-Vel_r,L3B_flex,0.3265708465650294
L-F-Vel_z,L2B_rot,0.32646747086930955
y_vel_ma10,R1A_abduct,-0.32645411878755365
z_vel_lag_plus_10,R1A_abduct,0.32612749566643057
x_vel_lag_minus_1,L3D_flex,0.3259366749996629
L-H-Vel_r,R2A_rot,-0.3259204642131709
z_vel_ma5,L2B_flex,0.3258402351826944
L-M-Vel_r,R3C_flex,0.32579382340628743
R-F-TaG_r,L1A_flex,-0.32554076495126216
y_vel_lag_plus_5,L1C_rot,0.32536820666271565
x_vel_ma10,L3D_flex,0.3253419238883983
L-M-Vel_r,R1C_flex,-0.3250853438362038
y_vel_lag_minus_5,R3A_flex,-0.32486603092377914
x_vel_ma10,R1B_flex,-0.3247243321309936
x_vel_lag_minus_20,R1B_flex,-0.32462678090175195
y_vel_lag_minus_10,L1A_abduct,-0.32452518207951975
z_vel_lag_minus_10,R1A_abduct,0.32437606141599884
R-F-TaG_z,L3C_flex,-0.32436881733845113
L-M-TaG_z,L2A_flex,-0.3243086191434261
x_vel_lag_plus_3,R2D_flex,0.32427840418450243
z_vel_lag_plus_1,L2B_flex,0.32401975350522977
L-F-Vel_y,R3C_rot,-0.32374243085236226
R-F-Vel_r,L3B_flex,-0.3233493404572435
R-F-Vel_r,L2B_rot,-0.3230774164982679
velocity_magnitude,R1B_flex,-0.323072326659648
y_vel_lag_plus_1,L2C_flex,-0.32292148898349204
x_vel_lag_plus_2,R1B_flex,-0.322581228444689
x_vel_lag_plus_20,R3C_rot,0.3225069723408829
x_vel_lag_plus_3,R1B_flex,-0.32249077828447587
L-H-TaG_r,R2B_flex,-0.32245777032960105
z_vel_lag_plus_2,L2B_flex,0.3224377320585636
z_vel_lag_minus_10,L2B_flex,0.32236274478265486
L-F-TaG_x,L1C_rot,-0.32229511550366424
R-M-Vel_x,R3C_flex,-0.32200300920209063
L-H-Vel_r,L1B_flex,-0.32199424596762943
y_vel_ma20,L2C_rot,0.3218232069680971
y_vel_lag_minus_10,R3A_flex,-0.32174046176665855
x_vel_ma5,L3D_flex,0.3216800011794072
x_vel_ma5,R1B_flex,-0.3214846645526168
x_vel_lag_plus_1,R1B_flex,-0.32139857628835755
L-M-TaG_y,L3B_rot,0.32110892896120813
z_vel_lag_plus_3,L2B_flex,0.32093900911035045
x_vel_lag_minus_10,L1B_rot,0.3208144943788769
L-M-TaG_y,L1D_flex,-0.3207438486336502
xz_velocity,R2D_flex,0.32066076994859455
x_vel_lag_minus_3,R1B_flex,-0.32025600868651743
R-H-TaG_r,R3B_rot,0.3202188616778317
x_vel_lag_plus_10,L1B_rot,0.31998665349382804
x_vel_lag_plus_1,L1B_flex,-0.3195682767361249
L-F-Vel_z,R1B_flex,0.31933258101881734
R-M-TaG_y,R3D_flex,0.31909554742517804
xy_velocity,L3D_flex,0.3190188080588346
L-F-Vel_z,L1D_flex,-0.3188951104765485
L-H-TaG_x,L2D_flex,0.3188557376810702
x_vel_lag_minus_2,R1B_flex,-0.31878511610743765
x_vel_lag_minus_1,R1B_flex,-0.31869336888987565
z_vel_lag_plus_5,L2B_flex,0.3184166466806774
R-M-Vel_r,L1B_flex,-0.31791391932651936
z_vel_lag_minus_20,R1A_abduct,0.3178206597123247
L-M-TaG_y,R1D_flex,0.31771497372279
L-M-Vel_r,L2A_rot,0.3175225823429143
R-H-TaG_z,R2D_flex,-0.31749058180883055
x_vel_lag_plus_5,R1B_flex,-0.31740134826110966
xz_velocity,R1B_flex,-0.31733087718965364
x_vel_lag_plus_5,R2D_flex,0.31731708331219305
z_vel_lag_plus_20,R1A_abduct,0.3171962957079522
L-M-TaG_x,L1B_flex,0.3170695142723648
L-M-Vel_x,R3B_flex,-0.3169008273441677
z_vel_lag_plus_20,R2A_flex,0.3165343837850783
R-H-Vel_y,R1D_flex,0.31650559197856887
R-H-Vel_r,R1A_rot,-0.3161935108816708
L-F-TaG_r,R2A_abduct,-0.316057764205726
R-H-TaG_z,R1A_rot,0.31506417944035114
R-M-Vel_y,R1D_flex,-0.31504875801836263
x_vel_lag_plus_1,L3D_flex,0.31416869958877364
y_vel_lag_plus_3,R1A_abduct,-0.3140233313224503
L-M-Vel_x,L2B_rot,0.3136685256485024
R-H-Vel_y,L3A_rot,0.31355791274140976
z_vel_lag_plus_10,L2B_flex,0.313384363937585
R-H-TaG_z,L1A_abduct,-0.31330503535990023
L-M-Vel_z,L2A_rot,0.31318443196037005
R-H-TaG_z,R1B_flex,0.3131234490996703
R-F-TaG_z,L1A_abduct,0.3127672824651883
R-M-TaG_x,R2B_flex,0.31250622842388986
x_vel_lag_minus_20,R2D_flex,0.31206861296408855
L-F-Vel_z,R2B_rot,0.3117480657787362
z_vel_lag_minus_10,L2B_rot,-0.31157865057116313
y_vel_lag_plus_10,L2C_rot,0.31133455682466366
y_vel_ma20,L1C_rot,0.3112366769529736
xz_velocity,L3D_flex,0.31110912849399924
velocity_magnitude,L3D_flex,0.3110882171321244
z_vel_lag_minus_5,L2B_rot,-0.31089637581648183
L-F-Vel_y,L3C_flex,0.3107790188676119
x_vel_lag_plus_2,L1B_flex,-0.3104704056291446
x_vel_lag_plus_10,L1B_flex,-0.31035161747955564
R-M-Vel_r,R1A_rot,0.3103281908050056
R-M-TaG_r,L1B_rot,0.31027533787428596
y_vel_lag_plus_10,L1C_rot,0.31022032685266715
R-M-TaG_y,R2B_flex,-0.31021115741893934
z_vel_ma20,L2B_rot,-0.3101492838612327
R-M-TaG_y,R3A_rot,-0.30999980325870446
y_vel_lag_minus_20,R1A_abduct,-0.3096757090965151
y_vel_ma20,R2A_flex,-0.3088502479472894
z_vel_lag_minus_3,L2B_rot,-0.3085602971280594
L-F-TaG_z,L3C_flex,0.3081822704765808
z_vel_lag_minus_5,R3C_rot,0.3080969351732622
x_vel_lag_plus_2,L3D_flex,0.3080130041732696
L-F-Vel_r,R2B_rot,0.30777560510212937
y_vel_lag_minus_3,R3A_flex,-0.3076823714555374
xy_position,L1A_abduct,0.3076790313896059
xz_position,L1A_abduct,0.3076790313896059
x_vel_ma20,L2A_abduct,0.30753067995885364
L-M-Vel_y,L2B_rot,0.3071980191677309
xy_velocity,L2A_abduct,0.30714575320492016
z_vel_lag_minus_2,L2B_rot,-0.30704110719152483
L-M-Vel_x,R1A_rot,0.30668886469414286
x_vel_lag_plus_20,R1B_flex,-0.30660378933607346
R-F-TaG_y,L3A_rot,0.3064659563464134
L-M-TaG_x,R3C_rot,-0.3064229104821611
L-H-Vel_r,R1B_flex,0.30638509959783183
L-M-Vel_r,L3C_flex,-0.3063255111806798
L-H-Vel_r,R3D_flex,-0.3062667244115091
z_vel_ma10,L2B_rot,-0.3061700707902226
y_vel_ma10,R3A_flex,-0.3061691746036727
R-H-Vel_r,L3D_flex,-0.3061561983218659
y_vel_lag_minus_3,R1A_abduct,-0.3060431247103915
L-M-TaG_r,R1B_rot,-0.30586385317724357
x_vel_ma10,L2A_abduct,0.3058386377507526
R-M-TaG_x,R2A_rot,0.30559957234020724
L-F-Vel_r,R2A_rot,-0.30557460977983913
L-M-TaG_y,L1A_abduct,0.3055726817218842
L-H-Vel_r,L2B_rot,0.30554223327836505
R-F-TaG_y,L3B_flex,0.30538049777612764
z_vel_lag_minus_1,L2B_rot,-0.30529778909362687
x_vel_lag_plus_20,L2D_flex,0.3052505148507736
x_vel_ma5,L2A_abduct,0.3052214117523426
R-M-TaG_y,R3C_rot,0.3051857627024153
R-M-Vel_r,L1A_rot,0.3051827976881913
x_vel_lag_plus_10,L3D_flex,0.3047007453885329
R-H-TaG_z,R2C_rot,-0.30453622864275814
y_vel_ma10,L2C_rot,0.3042878299753099
x_vel_lag_plus_1,L2A_abduct,0.3041591014812056
R-H-TaG_z,L2B_rot,0.304021432383126
x_vel_lag_minus_1,L2A_abduct,0.3040048195402227
L-M-TaG_y,R3B_flex,-0.30380360473259427
z_vel_ma5,L2B_rot,-0.30377696939519927
velocity_magnitude,L2A_abduct,0.3037558908278251
x_vel_lag_minus_10,L3D_flex,0.3037285427513591
x_vel_lag_plus_2,L2A_abduct,0.30361217146723984
x_vel_lag_plus_3,L3D_flex,0.3033082365903621
z_vel_lag_plus_20,L1C_rot,-0.30329507743975165
x_vel_lag_minus_2,L2A_abduct,0.3032712531737549
L-F-TaG_y,L3C_flex,-0.3032246592796865
x_vel_lag_plus_10,L2A_abduct,0.30316428182102556
x_vel_lag_plus_20,L2A_abduct,0.3030388635361028
x_vel_lag_plus_3,L1B_flex,-0.3029104492897931
x_vel_lag_plus_3,L2A_abduct,0.302889300217771
R-M-TaG_x,L2A_rot,-0.30276967334517
L-H-TaG_r,R1A_flex,-0.30271456460615315
R-M-TaG_z,L1A_abduct,-0.3025263167128834
xy_velocity,R2D_flex,0.30242034024996783
x_vel_lag_minus_3,L2A_abduct,0.30221554917787796
L-F-Vel_r,L1D_flex,-0.3022148390271681
y_vel_lag_plus_2,L2C_flex,-0.3020373911417048
x_vel_lag_plus_5,L2A_abduct,0.30162173233256606
y_vel_lag_plus_2,R1A_abduct,-0.3015879755795358
L-M-Vel_x,R1B_flex,0.30153531767496977
y_vel_lag_minus_3,L2C_rot,0.30148536242270313
R-H-TaG_y,L3A_rot,0.3011304067807123
R-H-Vel_y,R3B_flex,-0.3009911395160402
z_vel_lag_plus_1,L2B_rot,-0.30077894698518337
R-H-TaG_z,L2B_flex,-0.30031036818668483
R-F-TaG_r,R1D_flex,0.3001165691636876
L-H-Vel_y,R1A_rot,-0.30003051528328784
L-M-TaG_y,L2B_flex,-0.3000085261656992
